title,subtopic,relevant_content,discussion_date
Talk:Arms industry,Invalid criticism of the United States,"in fact the world won't be save while people like you still live.  you're not happy with what you named ""extremely selective use of sources"", and you make me wonder how in the world there are so many people, mainly in the states, so stupid and brainwashed like you.  it's really disturbing and i can see that more 2 or 3 right-wing administrations like reagan and bush, oil and arms industries puppets, will lead your country to civil war.  for as you know, fortunately there are also human beings left in your country that will not stand more of your worldwide misery and lies.  -  this clause seems wholly unsupported ""entire nations, to use the parlance of the early 21st century, can go from the ""coalition of the willing"" to the ""axis of evil"" in very little time, and every change affects policy and the distribution of arms in the world.""",15/03/2007 17:06
Talk:Arms industry,Invalid criticism of the United States," are you brainwashed or just plain stupid?  have a look in the east, mainly near east, american foreign police in the last 50 years history.  how many times your enemies changed their names, how many times the same former enemies changed to big friends of yours? —the preceding  comment was added by",28/03/2007 16:47
Talk:Arms industry,Invalid criticism of the United States,"there is a better way of describing this process than using terms directed specifically at slandering the us.  that sentence and the following  """"freedom fighters"" become ""insurgents"". ""terrorists"" become ""invaluable allies"", and ""religious zealots"" morph into ""agents of stability"". entire nations, to use the parlance of the early 21st century, can go from the ""coalition of the willing"" to the ""axis of evil"" in very little time, and every change affects policy and the distribution of arms in the world.""  are very much directed specifically at the us when many other nations have gone through the same process.  should be put in an objective manner, not like it is, currently.",7/04/2007 3:57
Talk:Arms industry,Invalid criticism of the United States,"shut up and accept the facts. u.s.  evil. the cold hard facts, christ.  -g  ""of course—and this is endemic of nearly every debate over arms trade—the terminology used and the people it refers to can be frustratingly fluid. as years pass, governments decide on new ""interests"" and circumstances change accordingly. ""freedom fighters"" become ""insurgents"". ""terrorists"" become ""invaluable allies"", and ""religious zealots"" morph into ""agents of stability"". entire nations, to use the parlance of the early 21st century, can go from the ""coalition of the willing"" to the ""axis of evil"" in very little time, and every change affects policy and the distribution of arms in the world.""  i removed that^. it is obviously written by someone with a bias against the us, and anyone that cannot see it is either blind, a fool, or both. ""coalition of the willing"" and ""axis of evil"" being two terms used by the bush administration and seem to criticize such beliefs. also personal opinions are personal opinions, and are discouraged on wikipedia when it comes to making a case for or against. in addition, they are quotes without any reference.  ""entire nations, to use the parlance of the early 21st century, can go from the ""coalition of the willing"" to the ""axis of evil"" in very little time,"" has no source to back it up. who says that it can go from one to the other in very little time. let's be honest here. this is a slam against the usa and if we take it as that, it is factually incorrect on account that the ""axis of evil"" included north korea and the united state's relations with north korea have pretty clear since the korean war. when were they ever part of the ""coalition of the willing""?",19/09/2009 1:13
Talk:Arms industry,Statistical support,"the volume of transactions for specific contries can vary a lot from year to year and comments about the volume for a single year could be misleading and become irrelevent in the future.  many statistical figures originally contained in this article come from this annual crs report to congress [ conventional arms transfers to developing nations, 1997-2004] however, other figues originally contained in this article come from the appendices of the [ sipri yearbook 2005] which are producing quite a different picture even considering that they are stated in 1990 dollars. --",16/04/2006 4:39
Talk:Arms industry,Statistical support," pov  i've tried to npov this article a bit, removing weasel phrases such as ''there are often allegations of political corruption in regard to large arms contracts.'' i'm sure there are, but without further context or citations (of wide spread practice, not individual incidents), it is imo a pov statement.  also removed the bit about how many people get killed by guns, which doesn't belong in the article, as well as the misunderstanding of both irony and the role of the security council.  an account of the oposition to arm trade aught to be in the article, but the article should not be an outlet for their ideas. --",23/01/2006 10:26
Talk:Arms industry,Major Weapon manufacturers,"is it really necessary to have a list of the major weapon manufacturing companies in the world, considering there's already an article for that (see )? at least, i'd try to shorten it, clarify it, maybe put it into some table. i've made some research and it seems most of sources i stumble upon are very subjective and unreliable. this article will be hard to complete. --",10/02/2006 3:03
Talk:Arms industry,Largest Weapons Exporters,"i created a table for the data listed here.  i don't know how to right justify the figures, so if somebody could do that i would appreciate it.  also, if the original author (or somebody) could clarify what they mean by ""current us dollars"" and ""1990 us dollars"", that would really help the understandability of the article.",6/06/2006 2:55
Talk:Arms industry,Largest Weapons Exporters,"the carlyle group is a private equity company and does not manufacture arms.  can someone please cite the original source for this table and give units to the numbers on the table?  ""us (1990-2006) 45438"" is an impressive number, and much bigger than any other number on the table, yet i'm forced to ask myself, ""45438 of what?""",23/11/2007 19:48
Talk:Arms industry,Lacking in history,"this article could use a ""history"" section, if anyone's willing to do the research to write it.",23/09/2006 1:40
Talk:Arms industry,AK-47 and Other Misunderstandings,"the  is the most widely-copied weapon in the world and, according to the russians, who would very much like a larger piece of the action, most are made illegally by nations and private enterprises which don't pay a license fee to the russian patent holder. so equating numbers of ak-47s with any sort of russian dominance seems hasty at best. even with developing countries, more than two thirds of russian transfers were to china and india, economic powerhouses in their own right and major military and nuclear powers besides. is it fair to equate these two nations with countries such as uganda or nigeria?  moreover, russian exports are steadily declining, and eu and israeli exports increasing, so statistics given for a range of years, especially in the past, may misstate the instantaneous, or even annual figures for the countries mentioned. see the current sipri report, among others.  it's also hard to equate the numbers released by the various agencies cited in both the main article and in these comments with reality, since terms of art, apples and oranges comparisons, and outright obfuscation mar most of them. sales to developing nations are not the same as the arms trade in its entirety, since a large part of us output, for example, goes to developed countries. canada, for example, buys from us, as do taiwan, australia, and many others, and all the official reports very clearly state that they reveal only unclassified information, so we must suppose that cia-mediated and other clandestine transfers don't show up in the statistics. in the end, the article relies on the informed guesswork of sipri and other organizations with somewhat less of an agenda and/or political mandate than many official government agencies.  the sipri report cited is actually last year's edition, and has been superceded by the 2006 version here [  sipri yearbook 2006]  [ l-3 communications] makes the sighting systems for weapons, as well as logistical support systems for military operations, so excluding it from the list, in this era of subcontractors taking on tiny bits of each finished product, seems slightly obsessive. one could easily carry this to extremes, and exclude the manufacturers of explosives, for example, because they have to be packed into a bomb in order to qualify as a weapon, or bullets, because they don't become weapons of war until fired from a gun at another human being. indeed, there are those who use ak-47s to hunt deer and other game, so perhaps many of these so-called assault rifles are actually intended for jolly bands of huntsmen, out to shoot ducks or quail.  likewise  profits from or substantially owns several defense companies. are the owners of a business somehow not responsible for what they produce? even if the relative amount of carlyle capital invested in weapons contractors is minor? one notes that aerospace & defense are specialties, while plowshares are not. not much money in the latter, one must suppose.",26/02/2007 14:31
Talk:Arms industry,AK-47 and Other Misunderstandings,"mikhail kalashnikov never patented the design for the ak47, hence until 1999 there was nothing illegal about other nations building their own versions or even exact copies.  izh's claim to the patent, issued 52 years after the rifle was first created, is incredibly dubious.  just a little titbit which might be of interest.",3/03/2007 17:31
Talk:Arms industry,Table vandalism,"currently the stats are all incorrect.  i've reverted the section to a previous version. feel free to remove/revert the vandalism if you see it. thanks,",6/03/2007 11:45
Talk:Arms industry,Illegal vs. Legal Arms Trading,"there seems to be very little distinction between legitimate, legal arms trading and illegal weapons smuggling (which is what it should be called). this is important because small arms smuggling is usually the area of concern for most people concerned with current events in war-torn regions and is what ""arms trade"" means to a lot of people; whereas legitimate trading between, say, the us and mexico, is entirely different. —the preceding  comment was added by",13/03/2007 21:46
Talk:Arms industry,Outdated Figures,"according to more current figures from 2006, russia and france have taken over as the leading countries in arms dealing -- why is this not reflected in the article?????  here is the link to the article setting this out.   —the preceding  comment was added by",28/03/2007 18:35
Talk:Arms industry,First post ever,"this article seems to violate the npov rule badly, especially the last part of global impact.  while america's policies might be questionable, this is not the place to do it.  i'm shocked that this whole talk page hasn't turned into a flame war considering how vehement most editors are about keeping pov out of an article. —the preceding  comment was added by",30/03/2007 20:03
Talk:Arms industry,Overall Lack Of Quality,"the whole thing is awful. even the very first line ""the arms industry is a massive global industry."" someone needs to rewrite this to a professional standard; i'd do it myself, but i don't have a good enough understanding of the subject matter. ironically, i came here to learn more about it...  --",13/04/2007 15:04
Talk:Arms industry,US is not the largest exporter of arms,"how can this article say that the us is by far the largest exporter of arms when this position is, according to many sources, held by russia.  sources     2 june 2007   both sources are rather fishy (incompetent journalist irresposible blab apparently).  according to sipri data (and their numbers i take anyday over what ""borzopisci"" write), largest armes exporter '''is''' usa, with russia not far behind.   why are you giving a link that refers to 2005? it is now 2008 and the united kingdom is currently the largest exporter of armaments.  ~'bs detector'~ 15 november 2008  —preceding ]",15/11/2008 20:33
Talk:Arms industry,Huge bias,reading it and in the ethical dimension opions are everywhere. there so many in there that it makes me sick. it was obviously written by someone with a anti-war bias. changes should be made immediately.  —preceding ],28/05/2008 21:34
Talk:Arms industry,For anyone interested in truth.,"i won't bother correcting the article since truth is usually deleted and called 'vandalism'. however, for anyone interested in truth as opposed to propaganda you will find that the united kingdom is in fact the world's largest arms exporter. i include the following references.            etc etc.  ~bs detector~  14 november 2008  —preceding ]",14/11/2008 21:12
Talk:Arms industry,Defense budget error,"i know the defense budget for the us is nowhere near 12.11% of the country's gdp - closer to 5%, really.  and either the us figure of 987.5 billion is wrong, or the total for the world is wrong - just sum up the top several countries and the discrepancies become clear.  i'm not sure where to find a good source for this, so i won't try fixing it myself - but i thought i'd bring it up.",15/01/2009 23:29
Talk:Arms industry,Defense budget error,sorry - i thought i was signed in.,15/01/2009 23:31
Talk:Arms industry,Venezuela's Military Budget,"there was a note in the ""world's largest defence budgets"" where it said that venezuela budget was 50 to 80 billion usd, that's just impossible, check the cia factbook at  and there you have that venezuela military budget it's around 1.2% of its gdp, reaching as much as 4.5 billion usd  —preceding ]",14/02/2009 16:19
Talk:Arms industry,Venezuela's Military Budget,"/span>   the world's largest defense budgets section is rubbish i think. it was obviously vandalized by someone, in a meticulous and well-planned way, the section looks rather convincing to the layman after all. i'll edit it according to the """" page",18/03/2009 13:07
Talk:Arms industry,New Attempts at Politicizing,"i am dismayed to see some new edits that are injecting politics into this wiki-article.  what, pray tell, does ""small arms-conflicts"" mean?  clearly, this is a fabricated political term of art invented by hoplophobes. the statistic quoted from the oxfam report is meaningless.  no modern war is fought entirely with small arms.  statistically, most casualties are caused by aerial bombs, artillery shells, mortars, and rockets, not small arms.  there are no  ""small arms-conflicts"", but there are conflicts that include the use of small arms.   to assign the aggregate death toll to a weapons system that is in fact has a minority causal relationship, and then give a name attributing the deaths wholly to that system is intellectually dishonest, at best, and political strong-arming at worst. in the early 21st century, perhaps the only ""conflicts"" that take place entirely with small arms are fought by urban street gangs.  so, with a high degree of certainly, the cited annual death toll in the hundreds of thousands is specious.  unless or until a less blatantly-biased source can be cited, this politicized statistical detrius from the oxfam politicos should be removed from the article..",5/06/2009 4:30
Talk:Arms industry,New Attempts at Politicizing," if editors want to assert facts, they must provide citations.  otherwise, they  are just inserting personal opinions (pov) in articles and in talk pages, including opinions about oxfam as a source, name-calling (""hoplophobes"") and exaggerated generalizations.  wp does not care about editors' opinions; just cited facts.",5/06/2009 17:33
Talk:Arms industry,New Attempts at Politicizing,"you've side-stepped the key issue  there are no  ""small arms-conflicts"". that term is a politicized construct.  do a google search on the phrase ""small arms-conflicts"" and you will see that the alleged ""reference"" essentially invented the term.  how can you accuse me of injecting opinion into the article, when all that i'm trying to do is delete some unsubstantiated balderdash another editor inserted? to insert that sort of blatantly-biased pov into this article without balance or attribution of the origin of the phrase is irresponsible and most unwikilike.",9/06/2009 3:51
Talk:Arms industry,Trends,"sipri published data for 2008, a good summary is [ here]. have fun.",8/06/2009 10:58
Talk:Arms industry,Trends,please note that  has been indefinitely blocked as a sock puppet.[,12/06/2009 1:13
Talk:Arms industry,Pop culture,"i propose to remove the ""pop culture"" section; it doesn't add anything to the article.",14/09/2009 14:44
Talk:Arms industry,Pop culture," i agree with you. unless someone protests, i'll just remove it in some days.",13/01/2010 18:55
Talk:Arms industry,Wrong chart,and  have higher military spending than spain.,13/10/2009 23:13
Talk:Arms industry,[[Arms_exports#Ethical_dimension|Ethical dimension]] section,"this section reads like nothing more than editorialising and moralising, and can hardly be considered .",31/10/2009 3:43
Talk:Arms industry,Merge with [[Defense industry]] ?,these two articles seem similar. merge?,4/05/2010 10:45
Talk:Arms industry,Merge with [[Defense industry]] ?,"these articles could be merged however i wouldn't want the main title to be 'defence industry' since conflict doesn't begin with defence, it begins with attack. it's misleading and neutering to call the trade a defence industry.",16/06/2015 19:59
Talk:Arms industry,Naval systems picture,"no country specific picture? having either a us ship or a turkish ship, you are not going to avoid a country specific picture (unless you have a picture of several ships from different nations). so why did i replace the previous picture? the opening collage is dominated by us images. a us ship under naval systems makes this article even more us-centric when it comes to images (the ak-47 being an exception). the new image adds a bit of variety. secondly, this article is also about arms exports, and the new image i put in is an example of a naval system that has been exported, the previous image was not.",11/08/2010 8:00
Talk:Arms industry,Dwight Eisenhower would kick some asses around here,"he was a successful general and a president—i.e., someone with proven executive talent, and someone who would dress down and then fire someone who was too stupid to remain in a position under him. i wish he was here today so that some of the visitors to this article could tell him that  was worthless and meaningless because, as one recent comical edit summary had it, ""what gov does with arms isn't about the industry that makes them"". when i have more time to devote to it, i will rewrite the ""risks""/""criticisms"" section so that it is more encyclopedic and cites, for example, that address directly. but the themes that were already here, albeit in a draft that people didn't approve of, are the same themes that will be covered therein. just another instance of the general wikipedian principle that there are those who work with existing valid content to fix its flaws, and then there are those who just delete it because they're lazy and, judging by some of the edit summaries, not very informed either. see you later—i'll be back to re-add the revised draft when i get time. —",11/10/2011 3:26
Talk:Arms industry,FileF-247 TCG Kemal Reis.jpg Nominated for Deletion,"{| |- |  | an image used in this article, , has been nominated for deletion at  in the following category ''deletion requests november 2011'' ;what should i do? ''don't panic''; a discussion will now take place over on commons about whether to remove the file. this gives you an opportunity to contest the deletion, although please review commons guidelines before doing so.  if the image is  then you may need to upload it to wikipedia (commons does not allow fair use)  if the image isn't freely licensed and there is no  then it cannot be uploaded or used.  ''this notification is provided by a bot'' --",27/11/2011 22:04
Talk:Arms industry,Russian Arms exports are 14 Billion US Dollars in 2012,13 billion in 2011  --,16/02/2012 12:22
Talk:Arms industry,Iceland Place 10??,"the table of the world's largest arms exporters claims, that iceland is the worlds 10th largest exporter. but that's definetely false. can someone correct that? --",13/10/2012 20:15
Talk:Arms industry,Removal of sourced information,"recently an editor has undertaken to remove sourced information about algeria. the edit-warring to blank algeria from the table of top importers also removed the recent source which i added to replace the old one whose link  does not work. in their edit-summaries, the user removing the information leaves comments which are unclear at best. their latest implies that the new source i added is wrong and that s/he has talked about it. but there is no trace of any comments of his on this talkpage regarding my source. i will consider any further removals of this cited information without engaging on this talkpage not only as edit-warring but also unjustified blanking.",23/01/2014 23:33
Talk:Arms industry,Edit warring,"will the two editors please stop edit warring over the ""'''largest defense industry companies'''"" table. note that the table is sourced from the stockholm international peace research institute for the year 2013. please do not add alternative sources to the table as that would constitute , and is against wikipedia's policies. cheers.",8/01/2016 20:33
Talk:Arms industry,External links modified,"hello fellow wikipedians,  i have just modified {{plural7|one external link|7 external links}} on . please take a moment to review [ my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit  for additional information. i made the following changes corrected formatting/usage for  added archive  to  added archive  to  added archive  to  added archive  to  added archive  to  added archive  to   when you have finished reviewing my changes, please set the ''checked'' parameter below to '''true''' or '''failed''' to let others know (documentation at {{tlx|sourcecheck}}).  {{sourcecheck|checkedfalse}}  cheers.—",18/10/2016 7:42
Talk:Arms industry,Lacks a History section,"there's a lot that could be said about the history of the arms industry, going back at least to europe and the invention of firearms, and perhaps before that.  the  article has a history section all on its own, just for that one type of weapon; does the whole industry rate any less?",20/03/2017 1:45
Talk:Arms industry,Lacks a History section,"i see a ""history"" section in the current version.[ it could certainly be improved. trebauchets are pre-industrial.",24/03/2017 15:26
Talk:Arms industry,Definition and terminology section needed,"i'd like to see a ""definition and terminology"" section.  for example, currently,  redirects here; i wasn't sure if  and  were completely synonymous or not. what about , is ""arms"" just an abbreviation for that?  does 'industry' imply we're past the  so that nothing that came before was part of it?  (that leaves out the  and .)  if it's just artisanal, one-off production, with no  or , is it still an arms industry?  i'd like to see all these definitions and questions taken up in a definition and terminology section.",20/03/2017 1:45
Talk:Arms industry,training to improve in skills,i want to send my staff for training i do wish to know the cost implication  my e-mail address (tonyyusuf@yahoo.co.uk) whatsapp number +2348036763397,20/04/2017 8:24
Talk:Arms industry,External links modified,"hello fellow wikipedians,  i have just modified 2 external links on . please take a moment to review [ my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit  for additional information. i made the following changes added archive  to  corrected formatting/usage for   when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checkedfalse|needhelp}}  cheers.—",9/07/2017 9:34
Talk:Arms industry,Error in total sales for Northrop Grumman,how is the total sales for northrop grumman a lower number than the arms sales number? the column right next to these clearly states that 86% or revenue comes from defense/arms sales which would lead me to conclude the total sales should be higher. i have tried correcting this in the past but it looks like someone is set on reporting different numbers. could someone care to explain?  — preceding ],16/02/2019 23:28
Talk:Arms industry,Error in total sales for Northrop Grumman,"  hi and welcome, your right the page need a new update, i will look for new sources , thanks.",22/02/2019 7:18
Talk:Arms industry,Error in total sales for Northrop Grumman,"someone have already updated the information of the year 2018 , thanks.",11/06/2019 15:26
Talk:Arms industry,War industry,"the term war industry is sometimes used, as in the  and  -",24/06/2019 3:01
Talk:Automotive industry,A Commons file used on this page or its Wikidata item has been nominated for deletion,the following wikimedia commons file used on this page or its wikidata item has been nominated for deletion   participate in the deletion discussion at the . —,15/03/2023 22:25
Talk:Automotive industry,2017 data,"212.100.101.104 and i have a disagreement about how oica groups companies. since this disagreement is essentially the same one that we have at , i suggest that we discuss the 2006 data there first instead of duplicating our efforts.",4/11/2023 4:50
Talk:Automotive industry,"""[[World's largest automakers]]"" listed at [[WikipediaRedirects for discussion|Redirects for discussion]]",the redirect [//en.wikipedia.org/w/index.php?titleworld%27s_largest_automakers&redirectno world's largest automakers] has been listed at  to determine whether its use and function meets the . readers of this page are welcome to comment on this redirect at '''{{slink|wikipediaredirects for discussion/log/2023 november 29#world's largest automakers}}''' until a consensus is reached.,29/11/2023 20:44
Talk:Automotive industry,"""[[List of assets owned by major automobile corporations]]"" listed at [[WikipediaRedirects for discussion|Redirects for discussion]]",the redirect [//en.wikipedia.org/w/index.php?titlelist_of_assets_owned_by_major_automobile_corporations&redirectno list of assets owned by major automobile corporations] has been listed at  to determine whether its use and function meets the . readers of this page are welcome to comment on this redirect at '''{{slink|wikipediaredirects for discussion/log/2023 november 30#list of assets owned by major automobile corporations}}''' until a consensus is reached.,30/11/2023 20:45
Talk:Automotive industry,"""[[Top 20 motor vehicle producing companies in 2007]]"" listed at [[WikipediaRedirects for discussion|Redirects for discussion]]",the redirect [//en.wikipedia.org/w/index.php?titletop_20_motor_vehicle_producing_companies_in_2007&redirectno top 20 motor vehicle producing companies in 2007] has been listed at  to determine whether its use and function meets the . readers of this page are welcome to comment on this redirect at '''{{slink|wikipediaredirects for discussion/log/2023 november 30#top 20 motor vehicle producing companies in 2007}}''' until a consensus is reached.,30/11/2023 20:49
Talk:Automotive industry,"""[[Automotive strategy consultant]]"" listed at [[WikipediaRedirects for discussion|Redirects for discussion]]",the redirect [//en.wikipedia.org/w/index.php?titleautomotive_strategy_consultant&redirectno automotive strategy consultant] has been listed at  to determine whether its use and function meets the . readers of this page are welcome to comment on this redirect at '''{{slink|wikipediaredirects for discussion/log/2023 december 3#automotive strategy consultant}}''' until a consensus is reached.,3/12/2023 21:57
Talk:Automotive industry,"""[[Forschungsgemeinschaft Automobil-Technik]]"" listed at [[WikipediaRedirects for discussion|Redirects for discussion]]",the redirect [//en.wikipedia.org/w/index.php?titleforschungsgemeinschaft_automobil-technik&redirectno forschungsgemeinschaft automobil-technik] has been listed at  to determine whether its use and function meets the . readers of this page are welcome to comment on this redirect at '''{{slink|wikipediaredirects for discussion/log/2023 december 3#forschungsgemeinschaft automobil-technik}}''' until a consensus is reached.,3/12/2023 22:01
Talk:Banana industry,Wiki Education Foundation-supported course assignment,"this article was the subject of a wiki education foundation-supported course assignment, between 17 august 2020 and 23 november 2020. further details are available . student editor(s) . peer reviewers , .  {{small|above undated message substituted from  by",17/01/2022 17:49
Talk:Banana industry,External links modified,"hello fellow wikipedians,  i have just modified {{plural1|one external link|1 external links}} on . please take a moment to review [ my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit  for additional information. i made the following changes added archive  to   when you have finished reviewing my changes, please set the ''checked'' parameter below to '''true''' or '''failed''' to let others know (documentation at {{tlx|sourcecheck}}).  {{sourcecheck|checkedfalse}}  cheers.—",25/10/2016 0:02
Talk:Banana industry,External links modified,"bananas started to be traded internationally by the end of the fourteenth century. the development of railroads and technological advances in refrigerated maritime transport subsequently enable bananas to become the most traded fruit in the world. the bananas were given a resistance gene from either a wild relative or a nematode. in 2012, the researchers planted their transgenic bananas, along with unmodified controls, at a farm about 40 kilometers southeast of darwin, australia, where panama disease arrived 20 years ago. banana is an economically important cash crop as it fetches large revenue share in the domestic and international market. however, most of the production is consumed by the domestic population as it serves as the staple food for them. in the article genetically modified bananas to mitigate food security concerns,[1] bananas are vulnerable to both biotic and abiotic stress factors which limits their production. improvement of this crop to enhance the nutrient quality and better adapt to the changing environmental conditions and to produce new disease resistant varieties is essential. genetically modified organisms produced using scientific methods include recombinant dna technology and reproductive cloning. the article genetically modified organism[2] explains the importance in gmos and the safety of them. genetically modified organisms provide certain advantages to producers and consumers. modified plants, for example, can at least initially help protect crops by providing resistance to a specific disease or insect, ensuring greater food production. gmos are also important sources of medicine.  — preceding ] • )",2/11/2020 17:11
Talk:Banana industry,Total production claim,"in the introduction it says the majority of production takes place in the americas, but this seems at odds with the information given in the production per country table below?",18/04/2023 15:01
Talk:Bicycle industry,External links modified,"hello fellow wikipedians,  i have just modified one external link on . please take a moment to review [ my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit  for additional information. i made the following changes added archive  to   when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checkedfalse|needhelp}}  cheers.—",19/07/2017 19:29
Talk:Bicycle industry,Question,"hello wikipedian friends, i intervene here to ask if it would not be wise for the article to mention bicycle production in portugal ? for information, this country is the leading producer in europe    nore11 --",7/10/2023 12:01
Talk:Bicycle industry,Question,"hello , how does my question relate to the forum? i have provided a serious source supporting what i write and i believe this is a legitimate question related to the article. have you read it ?",5/11/2023 17:55
Talk:Chemical industry,Adding industrial overview,"i have taken a business history approach and added an introduction about the current state of the industry, some history from chandler, and a short bibliography.",22/01/2007 20:46
Talk:Chemical industry,Adding industrial overview,"very good introduction. i note that us chemical trade balance is negative from 2002 -2005 according to the c&en article (7-10-06)(also www.cen-online.org).  many of the produts have positive balances with most of the deficits being in ""medicinals & pharmaceuticals"".",23/01/2007 4:56
Talk:Chemical industry,Adding industrial overview,this entire page seems to be missing citations,24/05/2010 17:20
